Id,Triple,Label
94777,13789 mfmf 13795,1
94778,33469 blank2NameSec 17,0
94779,38694 usAnnouncers 13193,0
94780,3409 coach 19965,0
94781,1010 halfbrothers 1006,1
94782,24570 succession 11109,0
94783,21586 governor 19324,0
94784,38933 stategov 2276,0
94785,13005 northwest 13004,1
94786,33437 nearN 33439,1
94787,8439 debutfor 378,0
94788,29374 conference 4645,0
94789,41981 class 26662,0
94790,7035 homeCoach 14965,0
94791,20230 chairman 33656,0
94792,17888 nearN 2629,0
94793,4495 placeofburial 4474,1
94794,13859 nearNw 39549,0
94795,40170 seasonChamps 40173,1
94796,4411 shireCounty 4413,1
94797,18460 nickname 18475,1
94798,12939 jurisdiction 2615,1
94799,2100 nearW 22011,0
94800,4200 establishedTitle 4207,1
94801,28895 fmmf 16689,0
94802,9443 longestLosses 9459,1
94803,15151 draftTeam 3049,1
94804,27492 nationalOrigin 41291,0
94805,38604 postalCode 9103,1
94806,20103 next 20405,1
94807,27066 nearSe 13451,1
94808,33320 sourceConfluenceLocation 33321,1
94809,27718 colour 29472,0
94810,11063 postseason 24246,0
94811,86 winners 27746,0
94812,34342 usAnnouncers 9669,0
94813,9496 bowl 10663,0
94814,21857 poll 1436,0
94815,24007 summerPrev 17417,0
94816,17035 class 11716,1
94817,896 mvpteam 42209,0
94818,27818 prev 27817,1
94819,28470 postal2CodeType 28,1
94820,23360 leaderName 5121,1
94821,7729 stategov 15603,0
94822,7224 engines 1865,1
94823,33687 topScorer 35114,0
94824,329 governmentType 331,1
94825,15731 unrankedOrdo 446,0
94826,41503 postseason 6397,0
94827,43753 leaderName 21816,1
94828,26710 related 11724,1
94829,6902 aircraftFighter 32623,0
94830,33016 nearNe 16012,1
94831,36266 governmentType 1371,1
94832,22291 currentConference 216,1
94833,40783 nearNe 40787,1
94834,5241 allies 820,1
94835,19859 monarch 12982,0
94836,25405 other 167,1
94837,464 tvannouncers 481,1
94838,13678 currentChampions 13680,1
94839,24335 champion 3406,1
94840,3906 northwest 22452,0
94841,9906 lieutenantGovernor 3502,0
94842,33950 fmf 33951,1
94843,29397 nearSe 29399,1
94844,13810 sex 1289,1
94845,19331 postseason 3404,1
94846,26306 rd2Team 22485,0
94847,33527 unrankedDivisio 445,0
94848,7359 usNetwork 298,0
94849,35528 stat3label 3057,0
94850,2347 typing 7678,0
94851,43677 paradigm 41806,1
94852,34645 nearW 27095,1
94853,18535 formerTeams 10786,0
94854,14312 commonLanguages 6164,1
94855,17122 caption 8925,0
94856,9760 division 9342,0
94857,29076 homeCoach 2340,1
94858,30298 bowlname 3586,0
94859,42517 statlabel 3195,0
94860,5921 nearN 14451,1
94861,11869 statlabel 3785,1
94862,951 post 23893,1
94863,6272 postalCode 40185,1
94864,36767 poll 36764,1
94865,12070 leaderName 31617,0
94866,6495 northeast 6491,1
94867,16714 hometown 9920,0
94868,922 districtLabel 7523,1
94869,21379 religions 14925,0
94870,17336 hqCity 13022,0
94871,2626 nearN 2629,1
94872,32713 team(s)_ 270,0
94873,21544 primeminister 22638,0
94874,6378 finalfourarena 10756,0
94875,22282 mf 16832,0
94876,25968 governmentType 35006,0
94877,2698 honorificPrefix 25929,0
94878,1475 rivalries 4953,0
94879,988 votingSystem 5312,0
94880,25967 fedgov 18233,0
94881,11010 north 2925,0
94882,43677 paradigm 199,1
94883,28432 continentalcup 14123,0
94884,3573 meetingPlace 3571,1
94885,41461 service 41460,1
94886,879 chassis 35844,0
94887,14238 visitorConference 126,1
94888,704 tenants 705,1
94889,29718 mfmf 25258,1
94890,10466 aka 26847,0
94891,1255 gamename 6385,0
94892,4204 west 20256,0
94893,8938 defCoach 466,1
94894,9672 statlabel 39688,0
94895,38683 north 38681,1
94896,17174 longestWins 40018,0
94897,13470 nearNe 13465,1
94898,33905 bowl 2569,0
94899,38588 areaRank 3186,1
94900,37629 nearS 9662,0
94901,27988 stat3label 3057,1
94902,3731 statlabel 3195,1
94903,33399 visitorCoach 2144,0
94904,41810 visitorCoach 38901,0
94905,18449 finalfourarena 137,1
94906,6703 nearSw 24073,0
94907,33571 hqLocationCity 33338,0
94908,18344 postseason 17399,1
94909,40335 nearNw 12781,0
94910,31336 platform 11715,0
94911,19497 majority 7552,0
94912,32691 asstCoach 6048,1
94913,28499 east 28489,1
94914,22457 rd3Seed 11534,1
94915,3059 epoch 6421,0
94916,18933 nearSw 12286,1
94917,6481 southwest 6482,1
94918,43367 cteam 861,0
94919,36339 reboundsLeader 34358,1
94920,4051 colour 12462,0
94921,9012 conference 214,0
94922,7816 populationRank 35882,0
94923,13392 layout 2458,0
94924,7087 locationCountry 5045,1
94925,29651 poll1title 12239,0
94926,18257 gamename 25396,0
94927,33808 debutteam 33275,0
94928,5464 finalfourcity 23101,0
94929,8366 continentalcup 8369,1
94930,14334 thirdDriver 14136,1
94931,19312 athletics 2093,1
94932,38159 borough 21890,0
94933,11751 homeConference 115,1
94934,33045 operatingSystem 37234,0
94935,6306 range 12258,0
94936,18884 honorificPrefix 418,1
94937,19674 tourney 697,1
94938,6605 tenants 6619,1
94939,43899 mainInterests 10339,1
94940,33106 leaderName 33105,1
94941,20636 ideology 9151,1
94942,37703 diocese 11346,1
94943,19924 qb 5449,1
94944,38987 mapEntity 6004,0
94945,23748 visitorConference 9282,0
94946,20944 sisters 2418,1
94947,20692 primaryUser 3853,1
94948,8810 mother 3503,1
94949,11919 lower 11918,1
94950,5413 defCoach 3937,1
94951,35828 beforeElection 3654,0
94952,38588 governmentType 7753,1
94953,11388 formerTeams 11390,1
94954,15962 winners 22464,0
94955,12235 namedFor 2487,1
94956,26675 variantsWithTheirOwnArticles 9893,0
94957,20102 house 14159,1
94958,464 tvannouncers 9568,0
94959,12364 sisterNames 12373,1
94960,29304 beforeElection 1600,0
94961,4484 east 43,1
94962,21740 nobleFamily 12077,1
94963,3653 periph 32580,0
94964,22084 champions 4551,0
94965,6154 nearN 19399,0
94966,25736 system 4962,1
94967,5675 nearE 5672,1
94968,30528 nearNw 2706,0
94969,11979 conference 5502,1
94970,32090 mfff 16690,0
94971,14289 membersLabel 2042,1
94972,37030 stat1label 10743,0
94973,31522 trainer 37284,0
94974,29839 north 33387,0
94975,6902 aircraftFighter 6907,1
94976,1193 stat3label 102,1
94977,17436 orientation 16021,0
94978,23571 honorificPrefix 780,1
94979,6996 primeminister 3451,0
94980,39591 platform 26652,0
94981,21111 stategov 37593,0
94982,6168 postseason 1797,1
94983,28067 governmentType 1339,1
94984,34012 firstDriver 22451,1
94985,11371 stategov 8621,0
94986,1825 stat1label 101,0
94987,21976 house 21972,1
94988,21521 nearSw 21525,1
94989,17037 platform 20154,0
94990,1780 cteam 4189,0
94991,9137 mfff 9138,1
94992,3674 towns 10861,0
94993,19923 mvp 2286,1
94994,9654 postseason 35138,0
94995,1839 seasonTopscorer 1840,1
94996,6870 alliedClans 6872,1
94997,15189 sportingAffiliations 10792,0
94998,19924 visitorCoach 18484,0
94999,23298 usAnnouncers 5333,1
95000,3390 draftTeam 902,0
95001,652 officeholder 647,1
95002,29433 establishedTitle 4207,0
95003,40003 populationBlank 15083,1
95004,26531 countriesAffected 18504,0
95005,5853 conference 43099,0
95006,961 leadersSeat 11738,1
95007,23571 tvstation 42,0
95008,34041 lga 3879,0
95009,15596 other 169,0
95010,6802 other 167,0
95011,20476 stat1label 3051,1
95012,10730 playerPositions 127,1
95013,10359 county 15291,0
95014,42447 ruPosition 3694,0
95015,13500 nearNw 13913,0
95016,26970 visitorCoach 25012,0
95017,20232 asstCoach 17124,1
95018,27839 demoCsd 7792,0
95019,41380 fedgov 32509,0
95020,12364 sisterNames 5768,0
95021,17270 stat2label 3056,0
95022,2773 goalie 7568,0
95023,11867 conf 42040,0
95024,2187 fedgov 2186,1
95025,5055 southeast 5053,1
95026,29727 usNetwork 37597,0
95027,13487 unrankedOrdo 1397,1
95028,32394 west 23855,0
95029,35777 homeCoach 26027,0
95030,19536 southeast 26429,0
95031,12840 tradedAs 537,0
95032,28900 f 16684,1
95033,14101 f 14105,1
95034,5498 thirdTeam 271,0
95035,36431 university 18326,0
95036,15385 mf 1389,0
95037,33056 sire 33057,1
95038,3756 poll 1436,1
95039,32254 coach 1240,1
95040,4337 blank3Info 4339,1
95041,20588 combatant 12741,0
95042,4370 conference 235,1
95043,31707 coach 29962,0
95044,12728 cableServ 12382,1
95045,2721 stat3label 3057,0
95046,19201 homeConference 7415,1
95047,31292 governmentType 387,0
95048,31209 neighboringMunicipalities 31207,1
95049,25809 primeminister 3374,0
95050,608 neighboringMunicipalities 37944,0
95051,39301 paradigm 3617,0
95052,6081 nearS 12514,0
95053,12190 teams 857,0
95054,15151 careerPosition 4739,1
95055,22993 cableServ 5719,1
95056,24464 discoverer 1516,1
95057,25730 coach 23638,1
95058,18279 officeholder 34932,0
95059,23300 postseason 19344,1
95060,42902 next 11425,0
95061,36775 fc 28061,1
95062,32427 continentalcup 10508,0
95063,27802 away 13732,1
95064,11761 sire 16704,0
95065,24163 minister 12979,1
95066,7427 leaderName 7850,0
95067,9691 hometown 3947,1
95068,33808 finalteam 15234,1
95069,3973 camera 7768,0
95070,4417 draftTeam 4195,1
95071,6325 family 5573,1
95072,2999 university 2998,1
95073,18727 succeededBy 5710,0
95074,3527 postseason 3408,0
95075,43260 beforeElection 20026,0
95076,31261 waterbody 192,1
95077,21673 blank6NameSec 21306,0
95078,20518 listing 541,0
95079,8806 minister 17159,1
95080,10625 tvstation 18934,0
95081,20053 conference 4753,0
95082,23447 poll1title 23422,1
95083,31387 gamename 11061,0
95084,16245 pastaffiliations 36845,0
95085,4766 aircraftTanker 11895,1
95086,6388 finalarena 6395,1
95087,27049 host 35983,0
95088,4194 visitorCoach 10594,0
95089,41998 mopteam 4250,0
95090,9534 higherRank 32651,1
95091,5119 demoCsd 17428,0
95092,14734 memberLabel 16098,0
95093,34692 honorificPrefix 418,1
95094,1164 aircraftFighter 23565,1
95095,41524 constructors 13878,0
95096,1433 gamename 1434,1
95097,7675 teamb 33622,0
95098,28040 unrankedOrdo 1397,1
95099,34817 statlabel 6043,0
95100,34761 visitorConference 216,1
95101,1183 summerNext 1181,1
95102,33940 primeminister 381,0
95103,31276 demographics1Title 15499,1
95104,8317 currentTitle 18953,0
95105,39156 poll2title 19224,0
95106,22029 postTown 34101,0
95107,2766 conference 2760,1
95108,32387 draftTeam 4192,1
95109,17981 nearNe 42477,0
95110,27373 influenced 23326,0
95111,37993 unitaryScotland 31726,0
95112,24322 sisterNames 24323,1
95113,6251 sportingAffiliations 4636,0
95114,37627 nearS 36396,0
95115,13418 nearSw 30317,0
95116,9011 nearNw 3840,1
95117,30215 visitorCoach 1004,1
95118,15802 nearSe 13855,1
95119,34167 usedBy 9777,1
95120,7449 1blankname 7686,0
95121,39869 county 29832,0
95122,2764 finalarena 17065,1
95123,4935 nearSe 1272,0
95124,17528 demographics1Title 15499,0
95125,27099 nearNw 34643,1
95126,22282 colour 1292,1
95127,451 nearN 13284,1
95128,4263 stat1label 535,0
95129,10696 currentTitle 699,0
95130,2452 layout 2458,1
95131,39039 champions 1713,1
95132,25055 mf 13805,0
95133,83 visitorCoach 31353,0
95134,29387 frequentFlyer 7890,0
95135,4200 east 4210,1
95136,180 titleRepresentative 5873,1
95137,30589 leagueTopscorer 13806,0
95138,31222 northwest 11231,0
95139,28432 continentalcup 27541,1
95140,7510 teama 1911,0
95141,31632 defendingChampions 21061,0
95142,32728 postseason 1888,1
95143,9485 nearSe 13281,0
95144,30832 seasonChamps 30834,1
95145,5561 damsire 10437,0
95146,3282 southwest 25477,0
95147,39361 veneratedIn 5839,0
95148,23813 homeConference 216,1
95149,14647 nearSe 2274,0
95150,8168 bowlname 8170,1
95151,18183 division 36724,0
95152,2758 television 238,1
95153,41036 areaCodeType 2927,1
95154,5727 shireCounty 5731,1
95155,29128 visitorCoach 3446,1
95156,13412 nearNe 13411,1
95157,27919 architectureType 19297,1
95158,18040 poll1title 636,0
95159,36515 dchampions 2951,0
95160,35420 runnersup 6065,1
95161,8260 lower 8262,1
95162,36628 houseType 26938,1
95163,19932 mp 20899,1
95164,3396 postseason 3402,1
95165,3386 roadhr 19905,0
95166,11114 visitorCoach 10945,1
95167,3290 northeast 41189,0
95168,8929 visitorCoach 14408,0
95169,5853 conference 4089,1
95170,27707 continentalcup2Qualifiers 1720,1
95171,734 poll1title 636,1
95172,14326 level 86,1
95173,19064 establishedTitle 7513,0
95174,31858 related 26840,0
95175,14653 r1Surface 7437,1
95176,32288 asstCoach 21556,0
95177,755 playerTeam 19870,1
95178,5202 tyres 3068,1
95179,19121 draftTeam 1385,0
95180,27491 fmff 10933,0
95181,25185 arena 20511,0
95182,4206 governmentType 26715,0
95183,9535 mp 35998,0
95184,5047 northeast 11927,0
95185,15912 cousins 1085,1
95186,28241 usNetwork 9963,0
95187,34065 province 3389,0
95188,6128 county 4010,1
95189,31083 rd2Team 39521,0
95190,39932 lga 22696,1
95191,39821 gamename 11211,0
95192,14735 usAnnouncers 22944,0
95193,2084 conference 43692,0
95194,5949 nearS 37987,1
95195,15831 poleTeam 1868,0
95196,19861 summerNext 33959,0
95197,14121 champion 14040,1
95198,22392 prevSeries 23507,0
95199,27723 route 42411,0
95200,43022 locationCountry 27502,0
95201,4766 aircraftTanker 5403,0
95202,818 conference 124,0
95203,27839 demoCsd 3593,1
95204,32107 rd3Team 8913,1
95205,13286 nearSe 13213,1
95206,15793 locationCity 12891,0
95207,13681 television 13682,1
95208,34353 primaryUser 34204,0
95209,365 association 158,1
95210,22246 finalfourarena 14818,0
95211,8720 executiveProducer 30788,0
95212,22199 seasonslistnames 34306,0
95213,13278 nearS 448,1
95214,37709 mediaAffiliates 30653,0
95215,33948 domestCup 24566,1
95216,965 keyPeople 966,1
95217,14071 t 14077,1
95218,9472 positionOrQuorum 2366,1
95219,6469 jurisdiction 16456,1
95220,20783 east 3801,0
95221,40148 defendingChampions 40149,1
95222,10602 summerPrev 32248,0
95223,999 stat2label 7839,0
95224,34291 postseason 12435,1
95225,40958 locationCity 19930,0
95226,1345 southwest 1343,1
95227,563 usAnnouncers 34415,0
95228,18142 southeast 3967,0
95229,9505 nearE 2483,0
95230,12359 cities 16204,1
95231,3270 european 3273,1
95232,15913 grandsons 1116,1
95233,13276 fedgov 15493,0
95234,13470 nearSe 13316,1
95235,8857 governmentType 1564,0
95236,11974 alliedClans 6866,1
95237,26584 usAnnouncers 10264,1
95238,20505 division 23973,0
95239,31801 nearNw 31804,1
95240,8174 countySpecial 30018,0
95241,38923 south 11616,1
95242,9555 destination 32972,0
95243,5449 currentposition 2286,1
95244,550 tvannouncers 465,1
95245,27340 thirdTeam 41487,0
95246,3429 domestCup 3426,1
95247,1888 semifinal 1532,1
95248,20879 rd2Team 4006,0
95249,13153 topGoalScorer 3797,0
95250,4298 mawards 26217,0
95251,40101 postTown 17598,1
95252,42628 southeast 42647,1
95253,6761 sportingAffiliations 126,0
95254,920 districtLabel 37417,0
95255,31003 sv 3084,0
95256,7725 stategov 7727,1
95257,8610 northwest 8614,1
95258,25457 locationCity 1146,0
95259,11371 nearSe 11374,1
95260,5895 relations 12774,0
95261,17127 conf 230,0
95262,28548 ncl 42411,0
95263,3402 finalfourarena 9049,0
95264,8519 constructors 23639,0
95265,31809 longestWinless 3569,0
95266,19395 playerTeam 12692,1
95267,22395 burialPlace 12275,0
95268,27612 bowl 23930,0
95269,20870 east 22606,1
95270,38885 career 28119,1
95271,17195 careerPosition 5592,0
95272,6288 constell 6287,1
95273,3560 conference 216,0
95274,4315 conference 526,1
95275,33306 finalfourarena 6544,0
95276,7198 visitorConference 216,1
95277,27903 rd4Team 7104,1
95278,3406 coach 2496,1
95279,4479 employer 9252,0
95280,13860 neighboringMunicipalities 9422,0
95281,14686 winners 14687,1
95282,12591 pregroup 11403,1
95283,33889 partsType 1562,1
95284,999 stat2label 1000,1
95285,38971 defendingChampions 22725,1
95286,18640 father 29844,0
95287,16189 teams 34781,0
95288,38511 towns 1811,0
95289,27988 stat1label 3051,1
95290,22992 decorations 9365,0
95291,2629 nearNe 31726,0
95292,9214 west 1443,1
95293,43943 areaCodeType 7611,1
95294,24581 constell 5575,0
95295,4014 establishedEvent 4020,1
95296,39535 taoiseach 15603,1
95297,981 hqLocationCountry 312,1
95298,36833 nearW 39085,0
95299,8927 placeOfBurial 8929,1
95300,41209 bowlResult 18388,1
95301,3250 northeast 15612,1
95302,27607 stat1label 32356,0
95303,35859 timezone1Dst 12492,0
95304,7184 playerPositions 3045,1
95305,24357 runnerup 16226,0
95306,21762 ruralMunicipalities 11045,0
95307,28774 role 8295,0
95308,41513 locationCountry 5045,1
95309,38185 allegiance 27339,1
95310,18028 bowl 5495,0
95311,1019 county 5716,0
95312,13347 neighboringMunicipalities 27534,0
95313,43322 rd2Team 33827,1
95314,13625 other 25961,0
95315,12323 bordering 8967,1
95316,14125 postseason 3408,1
95317,19649 coach 36532,0
95318,5951 nearS 28231,0
95319,17953 related 26708,0
95320,37640 nearSw 38063,1
95321,15779 usAnnouncers 6581,0
95322,21290 relatives 25394,0
95323,15433 aflstatlabel 5373,0
95324,43899 era 14789,1
95325,8745 mostChampionships 35359,0
95326,7949 stat4label 32277,0
95327,8596 ballpark 2753,1
95328,1723 crosses 613,0
95329,41242 cricketFormat 8816,1
95330,12713 seat 19780,0
95331,259 homeCoach 38218,0
95332,42416 mffm 16643,1
95333,5914 nearW 5918,1
95334,5853 postseason 9860,1
95335,1757 monarch 3503,0
95336,5722 visitorConference 40139,0
95337,29634 currentSeries 15681,0
95338,2483 mouth 39399,0
95339,15802 nearS 13855,1
95340,42816 statlabel 5577,0
95341,30902 other 14877,0
95342,24166 runnerUp 42388,0
95343,9579 primeminister 9583,1
95344,37995 route 8339,0
95345,24847 nearW 30585,1
95346,4242 sex 1289,1
95347,8983 homeCoach 11867,1
95348,34000 bowlname 18745,0
95349,13368 nearN 2096,1
95350,2946 sex 1289,1
95351,13276 nearE 15888,0
95352,6686 currency 14044,1
95353,39073 offScheme 3143,0
95354,23830 nearSe 13408,0
95355,14370 subdivisionRanks 5952,0
95356,34487 winners 27746,1
95357,17167 careerPosition 4739,1
95358,27235 careerPosition 3053,1
95359,4689 conf 126,1
95360,39483 gamename 13728,0
95361,17516 champions 17517,1
95362,9654 postseason 6793,1
95363,38281 seasonChamps 22203,1
95364,9931 seatType 37122,0
95365,12425 homeConference 115,0
95366,961 leadersSeat 20834,0
95367,39678 asstCoach 19693,1
95368,531 areaServed 532,1
95369,11049 coach 11037,1
95370,1122 nephews 28054,0
95371,43395 creator 43396,1
95372,9654 postseason 28316,1
95373,6469 parentAgency 12972,0
95374,30605 unrankedDivisio 445,1
95375,13602 satServ 2807,0
95376,20199 establishedTitle 746,1
95377,27612 gamename 2507,1
95378,17690 bowl 5495,1
95379,632 visitorConference 115,0
95380,37279 playingTeam 39757,0
95381,2157 blank2NameSec 3631,1
95382,23728 blank5NameSec 8209,0
95383,19576 commands 32958,0
95384,28794 neighboringMunicipalities 6781,0
95385,26707 usAnnouncers 480,0
95386,40852 t 14083,1
95387,22020 poll 1436,0
95388,19477 team2association 18337,0
95389,499 ancestor 506,1
95390,11252 southeast 11254,1
95391,42085 infraordo 8568,1
95392,7035 usAnnouncers 7036,1
95393,9700 currentTeam 29615,0
95394,3794 leagueTopscorer 10835,0
95395,33834 grandsire 14971,0
95396,4043 conference 17809,0
95397,5773 lang 5772,1
95398,26988 platform 26652,0
95399,27239 colour 4056,1
95400,18710 rivalries 17733,0
95401,24810 primeminister 2064,1
95402,32313 ruralMunicipalities 10889,0
95403,12024 t 17946,0
95404,21579 homeConference 357,1
95405,43945 arena 10971,0
95406,34426 mpParty 9026,0
95407,16999 sire 16338,0
95408,18644 poll2title 1792,1
95409,38345 player 38350,1
95410,33345 mother 29841,0
95411,29676 northeast 25419,1
95412,30642 data 34728,0
95413,6469 parentAgency 16357,1
95414,11376 stategov 27086,1
95415,18641 profession 186,1
95416,28743 locationCity 15830,1
95417,36574 stadsurface 231,1
95418,2347 typing 3660,1
95419,25790 holder 25788,1
95420,32337 lga 33228,0
95421,21646 currentTeam 38948,0
95422,9477 creator 9483,1
95423,37987 nearNe 40320,1
95424,22753 playerPositions 7216,1
95425,11542 visitorCoach 1036,0
95426,13925 commander 13922,1
95427,31105 house 15642,0
95428,652 officeholder 41902,1
95429,13197 nearE 13199,1
95430,26533 homeConference 760,1
95431,13470 nearN 13468,1
95432,11010 northeast 11011,1
95433,7073 child 42592,0
95434,25103 succession 20104,0
95435,19714 constructors 2817,0
95436,2188 nearE 2187,1
95437,36973 bowlname 2014,1
95438,25470 blank1Name 15261,0
95439,14255 playerPositions 3053,0
95440,5191 nominee 5192,1
95441,24076 nearSe 24073,1
95442,32559 east 32562,1
95443,40685 thirdDriver 19176,0
95444,14950 nearW 9018,0
95445,23957 stat3label 1001,1
95446,40607 constituencyWestminster 26328,1
95447,2098 nearNw 17327,0
95448,36978 ideology 8106,1
95449,6516 constell 5575,1
95450,15400 postalCode 10867,0
95451,8793 data 8796,1
95452,28169 jurisdiction 11154,0
95453,2666 district 2669,1
95454,24784 mouthLocation 29058,0
95455,33453 original 11404,1
95456,38070 nearN 38772,0
95457,8987 terminusA 40502,0
95458,9874 languages 7076,1
95459,21416 coachteams 6067,0
95460,26462 postalCode 5120,1
95461,39346 poleDriver 27341,1
95462,17638 coach 36615,0
95463,20069 related 11724,1
95464,30859 nearW 37643,0
95465,13469 nearS 13465,1
95466,1999 bowlname 2865,0
95467,15729 mmmf 33956,0
95468,3197 relatives 39078,0
95469,34002 t 25292,0
95470,7090 conference 18678,0
95471,3112 gamename 11300,0
95472,15890 discipline 4100,0
95473,28005 visitorCoach 29276,0
95474,10117 honours 9147,0
95475,35313 nearSe 6066,0
95476,43629 continentalcup1Qualifiers 26170,0
95477,24809 leagues 1925,0
95478,12697 homeworld 1146,0
95479,20482 county 10723,0
95480,11946 postseason 23591,0
95481,40607 constituencyWestminster 17661,0
95482,5424 billed 8921,1
95483,28564 currentChampions 17730,0
95484,34203 secondDriver 4004,0
95485,38070 nearNe 37602,1
95486,32696 blank1NameSec 10473,1
95487,4592 sisterNames 4598,1
95488,337 beforeElection 8190,0
95489,11305 northwest 11145,1
95490,6248 terminusA 30058,0
95491,2769 goalie 27286,1
95492,27895 movement 19937,0
95493,28499 establishedTitle 19456,0
95494,16337 southwest 16342,1
95495,7406 statlabel 5577,1
95496,17894 goalie 10209,1
95497,12247 developedFrom 12245,1
95498,33988 usNetwork 262,0
95499,12379 sisterNames 11781,0
95500,8097 organiser 973,0
95501,11606 ruralMunicipalities 10877,1
95502,434 nearNe 7397,0
95503,17033 fmf 33951,0
95504,28885 visitorConference 2239,0
95505,9129 ffmf 5561,1
95506,2813 leadersSeat 15604,1
95507,13318 nearW 13312,1
95508,2192 fedgov 29623,1
95509,3794 leagueTopscorer 3797,1
95510,34508 rd1t7Loc 2453,0
95511,32055 competition 10224,0
95512,24719 careerPosition 4739,0
95513,7355 seats2Title 28100,1
95514,42852 sisterNames 7549,0
95515,20419 partOf 33170,0
95516,7491 colour 4056,0
95517,9162 nearE 10259,0
95518,41607 related 41602,1
95519,714 continentalcup2Qualifiers 9458,0
95520,31366 mvpteam 9890,0
95521,22738 parentagency 22731,1
95522,38120 species 38115,1
95523,14884 visitorConference 1005,0
95524,3656 villages 11149,0
95525,5031 governmentType 19187,1
95526,12402 satServ 5355,1
95527,7832 areaCodeType 2198,0
95528,26584 usAnnouncers 13491,0
95529,9443 lowestAttendance 9449,1
95530,17314 source 26226,0
95531,39586 relegated 27542,1
95532,20524 fedgov 29211,0
95533,37533 usAnnouncers 7036,1
95534,31838 tyres 1627,1
95535,1888 goalie 1909,1
95536,7684 nearNe 15643,0
95537,43749 prevteam 1327,0
95538,10492 championship 2902,0
95539,43199 visitorConference 5502,1
95540,12483 careerPosition 859,1
95541,19970 conf 235,0
95542,43677 paradigm 7487,0
95543,16706 mf 41204,0
95544,354 north 10891,0
95545,15274 blankNameSec 30442,0
95546,28892 conference 7415,1
95547,36367 nickname 12772,1
95548,498 statlabel 3194,1
95549,7224 staff 7226,1
95550,42091 conference 230,0
95551,17468 developedFrom 17470,1
95552,40817 province 8299,1
95553,16512 usAnnouncers 30609,0
95554,24959 layout 19686,1
95555,40408 nearSe 13364,0
95556,4743 license 5323,0
95557,9950 seatType 13474,0
95558,32686 blank6NameSec 12,1
95559,26361 statlabel 5577,1
95560,832 postseason 5639,1
95561,1864 fastTeam 1865,1
95562,13206 nearW 13208,1
95563,8325 owned 8224,1
95564,13860 nearW 27148,0
95565,42273 postalCode 4063,0
95566,9233 usAnnouncers 17592,1
95567,15913 grandsons 35639,0
95568,13421 time 10238,0
95569,18343 north 16858,0
95570,10726 timezone1Dst 8405,1
95571,3197 1blankname 6520,1
95572,1905 currentConference 2755,1
95573,35529 nearNe 21874,0
95574,8958 statlabel 8235,0
95575,40132 east 22935,0
95576,13864 homeCoach 13869,1
95577,550 tvannouncers 486,1
95578,23243 nobleFamily 13577,1
95579,19351 south 17788,0
95580,27267 offScheme 9484,0
95581,33335 accreditation 42637,0
95582,2143 playerPositions 31743,0
95583,5098 visitorCoach 1003,1
95584,16370 breeder 29937,0
95585,6402 semifinal 18257,1
95586,20068 related 35706,0
95587,27429 defendingChampions 10821,1
95588,16356 honorificPrefix 780,1
95589,39346 class 11722,0
95590,1376 sex 1289,0
95591,21313 officiallang 11190,1
95592,26722 statlabel 5577,1
95593,42250 ruProvince 23042,0
95594,22774 ffff 1287,0
95595,7211 conference 135,1
95596,374 leaderName 20497,0
95597,39350 northwest 3899,1
95598,4812 visitorConference 80,0
95599,19487 children 18083,0
95600,37882 recordTeam 6972,0
95601,42180 generalManager 29281,1
95602,13383 nearSe 13384,1
95603,5265 homehr 18258,0
95604,35501 honorificPrefix 5227,0
95605,4035 conference 23471,0
95606,27802 away 9332,1
95607,27649 stat1label 101,1
95608,2101 nearS 2099,1
95609,40621 nearSe 24020,0
95610,28541 honorificPrefix 780,1
95611,9560 poleDriver 6715,1
95612,34474 nearE 28223,0
95613,521 neighboringMunicipalities 32410,0
95614,10985 usAnnouncers 10729,0
95615,16560 usNetwork 39768,0
95616,3114 poll 1436,1
95617,524 coach 18751,0
95618,6743 playerPositions 3999,0
95619,19298 chamber2Leader1Type 16062,1
95620,1292 occupants 3518,0
95621,9873 data 37068,0
95622,42710 lastagainst 28567,1
95623,21091 lieutenancyScotland 14160,1
95624,22943 statlabel 5577,1
95625,9404 tvstation 1412,0
95626,11704 sire 5557,0
95627,43409 continentalcup1Qualifiers 1425,0
95628,13410 nearSw 13408,1
95629,5119 demoCsd 23811,0
95630,5425 mostChamps 35384,0
95631,37695 gamename 1551,1
95632,37468 reason 9542,0
95633,25526 champions 17254,0
95634,23547 deathCause 24271,0
95635,5467 conf 526,0
95636,14819 postseason 4857,1
95637,36973 conf 36975,1
95638,24847 fedgov 14491,0
95639,25039 other 36326,0
95640,33880 team2association 17816,1
95641,38040 ballpark 25539,0
95642,16393 monarch 32180,0
95643,31553 ideology 28329,0
95644,32217 mp 15815,0
95645,24023 leader1Type 12892,1
95646,12784 mp 3369,0
95647,27422 poll 1436,1
95648,33847 borough 5513,0
95649,11283 site 5028,1
95650,2293 homeConference 126,1
95651,36619 gamename 43773,0
95652,36105 poll 1436,1
95653,15097 nominee 15099,1
95654,7073 child 7079,1
95655,7689 southwest 7701,1
95656,28374 cteam 31482,1
95657,18568 playerTeam 19870,0
95658,33380 bowl 17395,1
95659,20521 nearNe 20523,1
95660,21144 tvstation 556,0
95661,15277 visitorCoach 14240,1
95662,1345 visitorConference 126,0
95663,10856 unrankedOrdo 1397,1
95664,7572 seat 12891,0
95665,11551 nearNw 9501,1
